nft_receiver,team,raw_amount,amount,block_time,tx_hash
\xfc97910e9200189265d759d80f25c4f0c691330d,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xfc744e67dc1d3ef15e014c13ab3d86fe3d2e18ae,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xfc5b2d51fd03b13bf440eb9e0c7b1d94b1b77bb9,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xfbb86b509a1f6b8f94ed8a40b880ca4272c96506,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xf9f2abcc9df889794b60f0791a784f5a97d32920,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xf89be918c3d9989dd1e454bd21e1fc3afb7e6eeb,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xf84b9e57628da8a8167c0f84c266f70ec0863510,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xf7e74a9a394226058e14bfc17deafdb76eebbb25,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xf7c6382da0a3ee08ad4c201b01e33e122600ab6f,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xf7af0b2277a6caa0d8a3a1b1ea21f5c6e13dca74,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xf772db956ffb322654b56839899c7f67125cf3f5,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xf70187689247683018200780fd1418fb3de20d67,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xf455324f5112f4370d30a36de2af8255d61d391c,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xf422cf49eb49d93ad6952db28117849bcf44024d,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xf3551c1d8ac61569e482abc05eefae4cccef32c1,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xf331f8cbcd9100292258d2a1986a4a2e7435e453,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xf3062faaa61cd4ee6e8705135a3bc6419cd766b2,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xf1fa3853cbaabdb71374d4a3ca9a8cb6ef6d7cd1,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xf0cbf1b2d0888e744005f5d603a03a5c4adc31c3,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xf07ffbaf4a7999fffab3ddb47e7f74364b6fd578,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xefc2d75947db60f1f3c5e6a87d60e5263a70dba4,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xefa168d4231b1ed0711260360647db6281c1ebbb,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xed534f3f4cdf9df19c3082189964e5e8d162d862,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xeb4872b4c995f6613077090438eae69cfeff142f,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xe99dc1864b1bea3efd8b87d5cec5b7b65ff23379,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xe876380454f0f501021f38cc82ce545710812d0a,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xe80088863766aee6d80e2ff6c85a9187f6dd85a6,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xe76a6619581dd7122bc127a6f018ba035b182aaa,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xe7228e5631bfd293288dc8efd5fc2403e581de2e,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xe6388e11b9b27e9a0d48e7de6ed8314fbf14074f,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xe4a050f884187169444ae33dd0cc557146437d79,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xe456ff3e321be2675a5aeb56b3623586254c3419,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xe4126fd057ab2fc08b6ce2621de4c3bc56464101,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xe347d593d62be9d012448f9f7adf6e24954267d5,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xe2f3c30b753f71bdbf1258d6e09fd3d2adf549db,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xe222e11129a5fefdebcc0572a10a6deacc35e6c0,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xe1da425d1880d3243f9dfd3c9c2c3f09e73acd6d,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xe000adb6f47c7461694bcb69bf51bab8087d819d,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xde6f17794861e1e13104285cd2dabfc478bfb679,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xde5701c91e479888878f9aebf1decc0b10d88cb5,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xddf8eb9abe01c6baf5f1308a3173a69f95fa6ce2,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xddc570bafd31c4a3545a3d742b9d022e78a9cb7f,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xdaf08467be187fdad0db1df64b8cbd20f60ab370,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xda615562970f622b1e174b335c9e3b2a96264b14,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xd944633d12e0ecf7e88d6b6248bc192d2e24226d,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xd8b00122b6cc0d44fb3198fb675635272d516b7f,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xd6a090e23033dd1f370fcfc2293c3c2c97b7fbce,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xd48d664965286ddea41e97784d079de981d099b6,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xd24c941f5edbe451395544658c0df6df056c6ad0,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xd190071695de93377d8abd1e5a9dcb0e7c162cba,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xd164984268bc6e81ce9a5109c955b96e4edbee89,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xd10deb645552c338ef122b0d73bc0eb694cd29d1,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xcf43e9a2f9ed4810de89ae08d88445d8ccf63ab1,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xccebe8104a3aa1a440461f5f4f6c38fbdfb30802,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xcce76ffdc7c7c643e0dc54b89e4117dc83ded29f,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xcb898504e45710eb33948f961030192afdad1811,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xcb06551543a48e812d72e00bf88c4ef80a29208e,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xca4fe3b7150f5e0dc77cf920f4d577e31e854552,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xca2dead8b1eee1b6809169a982eef01abce24078,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xc96b54890f172986f8edc7aec6e8c09a53760526,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xc846b4532249ba200a2f40b011aa8a770266bac2,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xc7094fce0476b224a99e9186d6757022bc989245,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xc6d15113e2fc44064e2ce8df7a5c38e01ad6bcd5,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xc4cbf8f4c59570450df297cedd3963b7e1f60652,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xc4a6312a5d5af3c03d546fa287fa1f883b3db749,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xc307c55d8038265fb9337cfc4bf36b874289482b,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xc2ff8b2fb8082c811b310ca1c2d5cb235f3059bb,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xc1196c46559203fe1e3ffe05009fde59795a6385,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xbff1a2f422274cb7da1ada4704f2eb0b55297b84,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xbfb9de8edea96a68832404910d548f58b9f998b1,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xbf45dd1bca8067769494b935c69763ca29de85a0,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xbf314e9a96e1ea7a9edbb93f0c50b50e4d348c14,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xbe93d14c5defb8f41af8fb092f58e3c71c712b85,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xbe8c93a8c18af63aab449994afac13e71240ccc4,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xbd4718edca87ebbbc9f501938b4a7bb6dd6f8b86,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xbd1ea07bcc208715e099588add684ed78f3ff3ed,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
