nft_receiver,team,raw_amount,amount,block_time,tx_hash
\xbd0ec71b9ada90ac6c1428cafd45fe2fca367665,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xba540bb14101cbd4170df90408c0b9ec6c86273c,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xb9b6cec863aea619be2e1f2739e57854ff3f9d8b,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xb996f5f0be1dc903d39f0256df7a47d59edd5e2f,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xb90440ee1fac3172a630470f4adcb99d0fee936d,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xb8b7ea41cfa41ee65623c93cc4f9eb68d80bca13,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xb817f347cc5dc77dabeb45dc071dc4ca80b28e16,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xb7338951d8aaf32ec72e72aff962aa0ee315cc6b,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xb6d2e7efefce4c13ef98b1a69c0677725b08baba,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xb6bf464940220c4202cd22674d3d1da225c9923f,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xb5ebf7fac6f40583261758a7347e8eaa41935524,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xb5cbb2f3b5d3a72a88af6c3739579a18d5235755,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xb4e8865ede93e5b36ca856788c7c9d7ad4fe409d,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xb46a2fd67e275b1dbb1f6c1b55c26ecc3aff1aa2,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xb39d022edf05c31e1981f4f4d8137dda9c57cfae,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xb3902cd8318c4648e18dfe6afce125a331f1a787,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xb23f8768f3a6a0d8b6e67d037213f9a19130e273,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xb1546001b79b56fdb5c4fe0c3bea6af2fd0359e1,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xb0d8f67600b6daee83d7bdfbfe0091098a545aa6,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xb06e5ce2fe560fac1f4c4e7537d60a82d82359e3,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xb05be1c90d5ee13b3c9268e30bf507d9f9a901de,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xae60a8cbc37cfde7ae14047c95bdca81aa159ae0,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xaca3365a1a6dba0839b3b56219cf250ebb9f32f1,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xa9b5da22440dedd72535ec0525582ca0b63be5e1,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xa8213ad427cc7c16cf6248e0653553bc3008a191,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xa5ece293c10fa3709303dd39ff816d51c5d44234,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xa5e1532162ca1948a5d6a1832fe6ceb8df323c30,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xa44dd0cf1de1c461fde0b7b92c374789b59784c9,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xa3ea3d64a05b91a08d0b04fccc4c8d8787f38cee,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xa3176cdb52dd85290e72b2c486cf6149ab38fd32,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xa2ab20e4aa2cfc44231161c005cbf6fd68bf56a9,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xa24db1dc8ce36c960bc4517d4b1eb3f3e7c10fff,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xa1bc9f613297fe6201da0ffe5bf7f086a51cc365,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xa18dbec3374a7c86cb1e27d9474c2908ef407c62,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\xa06ea9cc58d0d50c033a1b55f1399fb6909b65af,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x9f5aa14327fb4b61f6f7f1b205501fd1a66bc183,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x9f572ac4a20eb83b067cf9fb8d4452041a302acb,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x9f24aa4adc816066d71f0d7362f89c6590dd8e93,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x9f1842a615a14bce5723f4c5019d6f67c889b632,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x9d8c00b16906a78943c66f1f976a98e4e7a36909,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x9ccb89c59e0040fe96814d02832ed6533cbada55,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x9b18e9e9aa3dd35100b385b7035c0b1e44afca14,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x9a69598ee328149fb6e36c28639f5e00eff363c9,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x9a44142f331c39b610c351d4288ccf2db8f0e919,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x9a1e402d39cb2d49cf23e6767c6458126ea24631,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x993192a774609176f59325e9c0afd0641917d0db,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x980aa416e2d67fc97c671162d8ae261c105b2043,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x97cd70611075e6eae5d64a9908d6fe2592438c88,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x97281d9da948509a271d84d11fbcf0377b130515,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x960cc811e5ef36760f5c679af90e821b10385e04,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x95f3dadaa5c781de9aa453830d4e689d57937f82,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x95ed91e587f17a311cd216c704a2cbd06cff085a,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x95a32d9e373a3622c56cfe14c9f4039b5a0eac51,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x9583ca25ec7770b1d575d0c4c76b79ce257e6645,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x956290cae406bf01a4047035f1a8975eed11d1e4,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x94f7c3b5db467e32079d8aff166d1a5c19c97a6a,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x94f69c258cd251bcb77dbb6156da13e32dcb8ef4,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x93ef4743cad66d1707cf1e98464a11d6970aa399,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x93aecdbf7ef234d7a240974293a969e323c376c2,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x93803d334edff050eb333f0337ac0e728932baa3,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x9325eafe32eba5aa10787143ea5bc3438a7f6d2b,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x9254dc142566bbdefa0d44411d67cc47d3ce41bf,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x91690be5446ec084f22fb2bd542b3d58e98abaa4,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x90ed12c423cee6a0ccecadb1c87482733be3ef26,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x90b7903f465600923ce2a18c0aa222ba79784b6a,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x9062a96b9e947b2b57283e705c97b871f5eb6561,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x8eaa72fe26ab8e42e41c950887f61e85e490911c,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x8e79ff45fd024a2ad350ae6d4e0afe12d92c129c,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x8df5d18f91333f5591e9331b460d5e501c43b4b3,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x8da2a6295d092efe85a4dac62f9a6cbc3ef01b7b,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x8d339490827b323295da0a003096e18b0dd99a2f,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x8c0d5cf17365df315b8d334eb5552be9f7ff3978,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x8b9470b0c7453544de3d464936153368bbe5ef03,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x8a1cfc56923a2e02b9feec98a3a4f9f6e3cead6b,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x894d0097b2c0cd0695f0fb0e3aad14ece1e0e142,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x88a272392fdc5180bf7d20b77cb53bea57e0f580,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x887bdd65c4c253a2f176fa091b558a20ed2a66c2,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x8818cb8498096fcc2c7cfe397bf6964aef7d2754,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x880dd3c3b9d1bfcc2667c8a613efc19c0da14d68,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x87ba6696f9a7bb845b9c45a28f44b1d5a365fa37,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x872a88ccd04dc4f7ecebecb89a71a78c42b43fac,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x86df6fb7d87cad5683a4b148f1e5afa6cb4633ed,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x8664cedfbfd62980211acefcd4919c72237d801b,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x86364f69723ed131b89d2e28c6457e02ad0d8aa9,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x85cf22d065b1f686faa6afa96c2c5eb7dc257239,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x852d31705ce7221c9a5d573a66b349cbc8f3d028,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x852926150de3854d61319021bd88f239c1cc4c38,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x849d046dfb65e7bd680f5022613c1c8ae9a52367,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x83ae2b590e4c1702eb734437188ccb9800ff9cbe,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x81fa725f8cebd030939ab8b649507f733101ae95,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x811df83148fa178c1fa9f80b9f07e1dda5a9c191,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x7fb3b6d222ce75121d0edd4ce0248ec10b498b3d,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x7f83b0668cfd2ffcade1812801106fbd05fa480a,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x7dc005b44859ef5e1c66f99138acc57796bd5b42,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x7d3a7ad44bfcfc0962709ece4c149128717906b8,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x7ab19ab563ec3e0aa8f2e283513286a58d3a4ae0,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x7aadb669c2fbf10bc0401bf69767a6c8dc767c63,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x79d25167e16ca3f9925037cd7a1b3ba4f6e98aa1,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x788a8a180f27f86b2148fbd7836ee6f0794d9296,Team A,1E+20,100,2022-05-06 14:54,\x5de2508f3a79abc1769bb2c085ad03b36432999f3ef050373b12811422f79768
\x363951773d40a61fa5587a1043ee80586db302d0,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x35e939c53b208ccec114c6b92f6d754b023dff4d,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x2f854d94e20ec243cb05e2b1f8e6e9da45a50f5f,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x43f9873fcf56b25f605a45b89169213ff0fc9ec3,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x43cf6d975661f0ee3b4536a79c4b5b99e4f385b9,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x435aeddda07f2e0e40e75c940d2d8c88af30faa8,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x42f7061ee77094e31f5ac69e6f76d8054bb7495f,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x426874a11e30f6a9efca3715a84d3b5142fce4bb,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x41df0d7108aa67aa76d8072a91edc2fddbc9783a,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x41b5e94afe65da9b842f35386f5bba776652ce96,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x4141f89a6e72213d993b25524003740bf795976c,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x407f9e8c06371b9f2b2faa4f98c233253d817308,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x3f4d0a6654c8365b42dcaa8aa92d9034e2a6141f,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x3f46d5c350959361d9cfe71c03ddb3caa3cc93b4,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x3cefb79af1f4126dc679d52f5f7458a25ce74b42,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x3c85828022aadb9f2f04788550f8130cc5241398,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x3c4828237769b75b4ca31c77518232fefeffd0a8,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x3bc78c5fb49f5a50aed564dabea2512b0fad37e6,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x3b8e502c1cf7027560f318fd21066d3ca49f52f5,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x3b5569a21010a908ea9acaccfa9a21db41292b43,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x3a7610108be857df76b1913ea8fb02be38891809,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x394c82976a57c4309138c072149ee57aea16560b,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x3785f0272f5e19dd2c27977ec2d91195bb2af801,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x3749ac4c96c9d92dff122f7822e2db9dd4cc7d15,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x36db7df1d5a563d6e707ffc976b46dd4872a8bf0,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x2f595c056e785e13579128df27cad2968d034ba4,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x2efd13e44e4e68d55b9730811fe04b949789cf69,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x2e5b27a6ee216c90f6f42bfeadd7cd25888e5be3,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x2e296866572552471f042af6edeed856ec38b871,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x2da7c7054362f8704f7339d2b78598f48ed06252,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x2b2ba7547fea61596f0124176d68b959c891cb38,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x29a65d830516cca6e694be90d3de3cc19f620ea6,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x27643f4e2b35a18bcd55252e88f13039f4f81927,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x26e16d39c35db596f3bcc0c4a681a4b695e03aa0,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x26945ad8bf9671c175776371a071a7d9c2d42aa7,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x26260b28ce15a5aae6c61283693f6c677db05953,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x25e4723f5859952d807ca1339e010c30e06656af,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x253c65df365f451caf756f224dd124277a959430,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x23b97fb0301883863bbbd8238d11fd51e95e7315,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x219d4eb4b62972862a6b38d130427aa92eae1a69,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x205c211a68e0b8c1a97d61b0b09099231b3c160d,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x1ed66c33a46d57172e675a5b0e2207a1cc0db018,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x1d932e6489b5e4091ee078db497799237b354191,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x1d8ba67d23349ec047c67ba594f626737f245f0c,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x1c0ec596303ce6666f5a4d24c29e78cf881cb5d3,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x1b30c84e244361a99be770acd57ace184983c83d,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
\x1b21b2d0c32618226f9745340bcae30ae4b507f3,Team B,1.00E+22,10000,2022-05-06 15:03,\x9f66c2cf6c89e7634daafe95d482dfc9e47e3d60c5cff7e843d59b3ffd30e86d
