1;;2
0x5984522e8a043b07303562bf3c3fe3f4358be146;=;1.0
0x2338985b86be7f39843a00e89e2c403bb4c2ca6f;=;1.0
0xaef8843cde7f9f02690debfba53c0ce06d29cfd0;=;1.0
0xd0be191691c709cd5b5e1244154f0da0859974a8;=;1.0
0xdf65949b31cec6ddd08e62a64732bc8034725566;=;1.0
0x855173c9e148ef7fce182fbd050b88744263d8e7;=;1.0
0xb5d59d917140ee6e7057ce15b4123e85285f5b19;=;1.0
0x0452272d704261574c22d05a04d1d0c44027ecd6;=;1.0
0x1281603e182a8a526ec62ceaeb3a24cb0379da79;=;1.0
0x18f7e2fd0bb67f09be4e5e7d541e692f5a2abf61;=;1.0
0x834a15b69ae5f4025e8054a64abd4101e12bbf3e;=;1.0
0x63177051f97d6428cb021bbcedb4b0197f344cda;=;1.0
0x58976cdcb306a33594a9006d42cfde01dd1a5dd9;=;1.0
0x912769efe261f484c9d1c62fb310b8a658a265c4;=;1.0
0x18db0fdf278d62b4cf1d58b2d7d24729b3d9d902;=;1.0
0xe7937e0330a5459f96314e1a7f016116c035cc91;=;1.0
0x494f6c8dd3a24a4b8cfb17cb35580d44a6a5b5b3;=;1.0
0x05b75d5a56ca311bb878833d97d80338c22a877a;=;1.0
0x6f5e4e0c95b0ce5321ce545470d8702d2bb4368d;=;1.0
0x8b8109822cf4fb584592ad096ea2cda5019f5862;=;1.0
0x3adda0f701110c64399c4ac547ca7c9988a77d06;=;1.0
0x72c4e819bea89d2a4bedc19410bbe26329ff85a3;=;1.0
0x758c4a7bc9e6c09b4ce4537494840373d500d68f;=;1.0
0xed534f3f4cdf9df19c3082189964e5e8d162d862;=;1.0
0x1d8ba67d23349ec047c67ba594f626737f245f0c;=;1.0
0xb05be1c90d5ee13b3c9268e30bf507d9f9a901de;=;1.0
0xf70187689247683018200780fd1418fb3de20d67;=;1.0
0x195f57b3ab6698e54a2afd1324fb3a3f9c76ff35;=;1.0
0x2da7c7054362f8704f7339d2b78598f48ed06252;=;1.0
0x617c716cd4eef3d20d5a0cacac9518647bb19173;=;1.0
0xa18dbec3374a7c86cb1e27d9474c2908ef407c62;=;1.0
0x60325dd8b716ddb7a3405d17ccb659ce8ba9f2c3;=;1.0
0x0d473456255c5c1abb4809fd3194a57a6287b568;=;1.0
0x0ae769633a6d0fc9d8c29fce352b8998b9aea6fa;=;1.0
0x3e45ab8b315eb8796e7c9ef2ff5c6a9e01a47e19;=;1.0
0x35f534748af2d5a6dc9b61a0458483d30887c19a;=;1.0
0xb4e72508614bef370b18a9456ed6154f1c9aef03;=;1.0
0x04e1896afd0e28d196371cd73054f35a96e99503;=;1.0
0xfd7743949ead3faeeb993ba0a8c92e2edebb22e9;=;1.0
0xa30b0c0385451c7218c492170f7487344d7e1b23;=;1.0
0x2402da10a6172ed018aeea22ca60ede1f766655c;=;1.0
0xd45ad60eb8444529e52de6a8ec03d9769ee78149;=;1.0
0x145baa3b61fff057b3a08090ab66bc535b0293d2;=;1.0
0x090321686ccb611bf1c83ab605ef673af3cb4aa8;=;1.0
0x9d57f5a26e3112406c80334058df7390a9abdd7a;=;1.0
0x563f57073a301a9f4ecedc4bdbcc87b078acf0da;=;1.0
0x316ad5364b0b322352d8892420a3c32537157530;=;1.0
0xa1e90b879a7777b2ca5e8bdebd5249c01148c70a;=;1.0
0x98f47f089a265e953e9501fc46ffaa3279e88c20;=;1.0
0x7dff93fce783b91f347ce7ba7181ca4a02ea9de0;=;1.0
0xf45605e25c2494896f3e19a6d1bc59724c63ba26;=;1.0
0x0d944216235930c2d254bd9b87942e0eabf79473;=;1.0
0x16f2ba49c5bb78c994dddfbcc8dbc93d70245ab6;=;1.0
0xfdd4186383fafd6bd41d0c59ed84708dfde004ff;=;1.0
0xacdd8a3ea69e962cd70c9b32cb4e7184f7863da1;=;1.0
0xf85f7230d69553c3aab5d35d4523659bc59d35be;=;1.0
0x4448e3a5bb9302c40bd4166ee4f728db034b49b0;=;1.0
