insertId,"jsonPayload.""cos.googleapis.com/container_id""","jsonPayload.""cos.googleapis.com/stream""",jsonPayload.message,"labels.""compute.googleapis.com/resource_name""",logName,receiveTimestamp,resource.labels.instance_id,resource.labels.project_id,resource.labels.zone,resource.type,timestamp
6zooglzkjg4l5z8th,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:17:51.586519741Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:17:46.721552288Z
6zooglzkjg4l5z8tf,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:17:51.586519741Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:17:46.718078664Z
6zooglzkjg4l5z8oj,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:17:41.479415525Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:17:38.768622244Z
6zooglzkjg4l5z8hy,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:17:35.586298610Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:17:31.004344630Z
6zooglzkjg4l5z8dd,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:17:24.544562087Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:17:22.764624589Z
6zooglzkjg4l5z7yk,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:17:18.511108848Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:17:14.592688808Z
6zooglzkjg4l5z7sa,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:17:08.465184374Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:17:06.790513046Z
6zooglzkjg4l5z7qb,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:17:03.387718029Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:17:03.023392788Z
6zooglzkjg4l5z7kk,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:16:58.450083366Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:16:54.936662264Z
6zooglzkjg4l5z7dw,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:16:47.344183525Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:16:46.651898024Z
6zooglzkjg4l5z7bd,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:16:47.344183525Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:16:42.652035780Z
6zooglzkjg4l5z6za,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:16:42.361490528Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:16:38.490428059Z
6zooglzkjg4l5z6xa,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:16:35.444787624Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:16:34.671350546Z
6zooglzkjg4l5z6qs,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:16:30.354315434Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:16:26.641817155Z
